first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,address,fax,principal_agent,qeac_numbers,counselor_count
,,Envision Overseas Education Consultants LLP,,,,,,Jalandhar,PB,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/18384,"1st and 2nd Floor Dr. Jain Building, 944 Garha Road Near Bus Stand Gate No. 6, Jalandhar, PB, 144001, India",,,,
,,My Aussie Life,,,,,,Gold Coast,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39564,"Windham Building, Level 9, 1 Corporate Court, Bundall, Gold Coast, Queensland, 4217, Australia",,,,
,,AIM INTERNATIONAL,,,,,,Sylhet,Sylhet Division,Bangladesh,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44156,"Next to Gowhor (R:) Jame Masjid, 28B Dariapara Road Dariapara, Sylhet, Sylhet Division, 3100, Bangladesh",,,,
,,Si Chen (Sole Trader),,,,,,3/10 poplar crescent,bellfield,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39486,"3/10 poplar crescent, 3/10 poplar crescent, bellfield, , 3081, Australia",,,,
,,Adelbert International Education  (A.I.E.C),,,,,,Mumbai,Maharashtra,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40956,"Office 623, Floor 6, Take lifts 4, 5, 6, Escatacy Business Park City of Joy, Mulund West, Mumbai, Maharashtra, 400080, India",,,,
,,Pokhara Third Eye Research Center Pvt. Ltd.,,,,,,Pokhara,Gandaki,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/9318,"Chipledhunga Pokhara Nepal, Pokhara, Gandaki, 359, Nepal",,,,
,,GoodNews Migration Consulting Agency,,,,,,Endeavour Hills,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39731,"7 Rodeo Court, Endeavour Hills, Victoria, 3802, Australia",,,,
,,Flying Kangaroo Pty Ltd,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/32092,"Suite 402, Level 4, 250 Pitt St, Sydney, New South Wales, 2000, Australia",,,,
,,IDP EDUCATION,,,,,,-,Guangzhou,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/20449,"Suite 1901 & 1908 19th Floor, East Tower, Fortune Plaza, 510620 Guanzhou Guizhou Sheng China, -, Guangzhou, Guangdong, China",,,,
,,Latino Australia Education (LAE),,,,,,Rome,Lazio,Italy,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/20029,"331 Viale Europa, Rome, Lazio, 00144, Italy",,,,
,,Continent Surfer,,,,,,8 Blackstock Mews,England,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39791,"8 Blackstock Mews, , England, N4 2BT, United Kingdom",,,,
,,Southern Stone International,,,,,,Mount Waverley,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39865,"12 241 Blackburn Road, Collingwood, Mount Waverley, Victoria, 3149, Australia",,,,
,,Star Voyage International Pty Ltd,,,,,,Oxenford,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39316,"5 Hoad Court, Oxenford, Queensland, 4210, Australia",,,,
,,GCS Group Australia Pty Ltd (T/A Australia Ryugaku Centre),,,,,,Shibuya,Tokyo,Japan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/23226,"6th floor Dogenzaka-Square 5-18 Maruyama-cho, Shibuya, Tokyo, Shibuya, Tokyo, 1500044, Japan",,,,
,,First Choice Migration,,,,,,Eden Hill,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39876,"40 Esther Street, Highgate, Eden Hill, Western Australia, 6054, Australia",,,,
,,Longton Legal,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40310,"Level 4, 370 Pitt Street, Sydney, New South Wales, 2000, Australia",,,,
,,Metropolis Migration Pty Ltd,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40123,"604 1 Queens Road, Melbourne, Melbourne, Victoria, 3004, Australia",,,,
,,Journey To Australia,,,,,,Darwin,Northern Territory,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39563,"12/44 Lorna Lim Tce, Driver, Darwin, Northern Territory, 0830, Australia",,,,
,,Vecome Australia,,,,,,Adelaide,South Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38876,"2 Grantham Grove, Paradise, Adelaide, South Australia, 5075, Australia",,,,
,,Global Reach,,,,,,Anand,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/17707,"Ff 4, Bajkhedaval, Complex Opp Royal Hostel, Nana Bazar Road V V Nagar Road, Anand, Anand, Gujarat, 388120, India",,,,
,,Global Reach,,,,,,Kohima 797001,Nagaland,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/17714,"Old taxi stand, Kohima 797001, Nagaland, , Nagaland, India",,,,
,,Mais Australia,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/8445,"99 King Street level 5, Melbourne, VIC, 3000, Australia",,,,
,,KEA Agency,,,,,,Johannesburg,Gauteng,South Africa,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40005,"25 Kyalami, 117 Whisken Road, Midrand, Johannesburg, Gauteng, 1682, South Africa",,,,
,,connect2study,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45212,"605 368 Sussex Street, Sydney, New South Wales, 2000, Australia",,,,
,,Injoy Migration Services,,,,,,Sydney,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1556,"Level 4, 309 Pitt Street, Sydney, NSW, 2000, Australia",,,,
,,Australia Centre,,,,,,Medan,North Sumatra,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2363,"32 Jl. R. A. Kartini, Medan, North Sumatra, 20152, Indonesia",,,,
,,Edlink + ConneX,,,,,,Plaza Sentral 10th Floor Jl Jend Sudirman Kav 47,Jakarta,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/141,"Plaza Sentral 10th Floor Jl Jend Sudirman Kav 47, Jakarta, 12930, Indonesia",,,,
,,Stellar Education & Visa centre,,,,,,Sikhotabong,Vientiane,Laos,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40139,"Lao Art Media, 159 Nongsanokham Village, Dong Naxok Road, Sikhotabong, Vientiane, 01000, Laos",,,,
,,LAE Educación Internacional,,,,,,Zapopan,Jalisco,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/16832,"Av. Pablo Neruda 4341 Plaza Universidad Local F5-F6 Col. Jardines Universidad, -, Zapopan, Zapopan, Jalisco, 45110, Mexico",,,,
,,Global Education & Migration,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39998,"Level 3, Suit 304A, 167-169 Queen Street, Epping, Melbourne, Victoria, 3000, Australia",,,,
,,Triple 3 Education Consultancy,,,,,,Bonner,ACT,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41237,"106 Mabo Blvd, 106 Mabo Boulevard, Bonner, ACT, 2914, Australia",,,,
,,Ausino Connection,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39729,"Lot 802, 31 Musk Avenue, Lot 802, 31 Musk Avenue, Kelvin Grove, Brisbane, Queensland, 4059, Australia",,,,
,,High Schools International Australia Pty Ltd,,,,,,Glass House Mountains,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1562,"29 Heritage Drive, Glass House Mountains, QLD, 4518, Australia",,,,
,,Koniig International Pty Ltd,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1504,", Melbourne, VIC, 3001, Australia",,,,
,,Routes Overseas Consultants,,,,,,Mandi Bahauddin,Punjab,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7762,"Upper Floor Dubai Islamic Bank 1st Floor Sheikh Heights Ward No.5 Near Tawakli Masjid, Mandi Bahauddin, Punjab, 50400, Pakistan",,,,
,,EAG Education Advisors Group,,,,,,Bogotá,Bogotá,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43531,"Torre Empresarial Salitre Office, 302 22a-20 Carrera 46, Bogotá, Bogotá, 111321, Colombia",,,,
,,Alfin EduPreneurship,,,,,,Jakarta,Jakarta Raya,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1568,"Behind Cilandak Town Square, Jl. Albarkah 2 No. 10A Cilandak Barat, Cilandak Barat, Jakarta, Jakarta Raya, 12430, Indonesia",,,,
,,Australia & New Zealand Group,,,,,,Paraguay 647 Piso 4 Oficina 17/18,Buenos Aires,Argentina,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1537,"Paraguay 647 Piso 4 Oficina 17/18, Buenos Aires, C1057AAG, Argentina",,,,
,,Birdview New Zealand Limited,,,,,,Auckland,Auckland,New Zealand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43418,"27 Triton Drive, Auckland, Auckland, 0632, New Zealand",,,,
,,Bluesky Immigration and Students Consultancy Services,,,,,,Sydney,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1492,"Suite 302, Level 3 661 George Street Haymarket, Sydney, NSW, 2000, Australia",,,,
,,EDM Education Co Ltd,,,,,,Jongno-gu,Seoul,South Korea,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35461,"Level 11 71, Cheonggyecheon-ro, Seoul, Jongno-gu, Seoul, 03189, South Korea",,,,
,,EXTRAORDINARY SOLUTIONS PTY LTD,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35616,"564 Saint Kilda Road, Melbourne, Melbourne, Victoria, 3004, Australia",,,,
,,Study Plus Consultants,,,,,,Jalandhar,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1510,"GROUND FLOOR ARORA PRIME TOWER Near Hotel President, 28 G.T.ROAD JALANDHAR, Jalandhar, Punjab, 144001, India",,,,
,,Education Planet Pvt. Ltd.,,,,,,Milanchowk Butwal-10,,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38979,"Milanchowk Butwal-10, Butwal, , Nepal",,,,
,,Gogozing Migration,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40451,"3/13 Butler Street, St Albans, Melbourne, Victoria, 3021, Australia",,,,
,,V Education,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37220,"85 Victoria Street, Fairfield, Brisbane, Queensland, 4103, Australia",,,,
,,Vaezi & Partners Lawyers,,,,,,Camden Park,SA,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1506,"396 Anzac Highway, Camden Park, SA, 5038, Australia",,,,
,,SIJ Services,,,,,,Medan,North Sumatera,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1418,"Jl. Wahidin no. 180/30A, Medan, North Sumatera, 20211, Indonesia",,,,
,,EDUCATION INTERNATIONAL COOPERATION (EIC),,,,,,Shenyang,Liaoning,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/24171,"RM 1608, PRESIDENT BUILDING A, NO 69 HEPING BEI ST HEPING DIS, ., Shenyang, Liaoning, 110003, China",,,,
,,Good Way Education and Visa Services,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40509,"806 368 Sussex Street, Sydney, Sydney, New South Wales, 2000, Australia",,,,
,,EIC,,,,,,Changsha,Hunan,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/15052,"Room 2409, 24F Pinghe Tang, Commercial Building, No 88 Huangxing Rd, Changsha, Hunan, 410005, China",,,,
,,Ace Network,,,,,,Ashwood,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1407,"40 Jingella Avenue, Ashwood, VIC, 3147, Australia",,,,
,,Prudential International Education Services-Harris Park,,,,,,.,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/21549,"5/96-98 Wigram St, ., , New South Wales, 2150, Australia",,,,
,,Education Asia (P) LTD,,,,,,Kathmandu,Bagmati,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/10593,"Level 1, Putalisadak 31 (Opp. Kumari Bank), Kathmandu, Bagmati, 44600, Nepal",,,,
,,Ryugaku Journal Inc.,,,,,,Shinjuku Ku,Tokyo,Japan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1421,"JR Shinanomachi Bldg.6F 34 Shinanomachi, Shinjuku Ku, Tokyo, 167-0016, Japan",,,,
,,Mosun Consultants,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1472,"Unit 308, 566 St. Kilda Road, Melbourne, VIC, 3004, Australia",,,,
,,StudyLink International,,,,,,New Delhi,New Delhi,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1394,"508, 5th floor, Ansal Bhawan, 16 Kasturba Gandhi Marg, New Delhi, New Delhi, 110001, India",,,,
,,The Great Learning Tree Pty Ltd,,,,,,Sydney,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7296,"6, 24 26 Morwick St., Strathfield, Sydney, NSW, 2135, Australia",,,,
,,Chiao Shun International Pty Ltd,,,,,,TAIPEI CITY,Taipei City,Taiwan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/439,"ZHONGSHAN DIST 8F, No.19, Sec 3, Nanjing E. Rd., Zhongshan Dist., TAIPEI CITY, Taipei City, 104, Taiwan",,,,
,,Mi-Ed Consulting,,,,,,Brisbane,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/816,"Level 6-3, 117 Queens St, Brisbane, QLD, 4000, Australia",,,,
,,Yes Study,,,,,,Kathmandu,Bagmati Province,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/49339,"level 5 D and D tower Mid Baneshwor, Kathmandu, Bagmati Province, 44600, Nepal",,,,
,,Queensland (Australia) China Technology & Culture Exchange Centre,,,,,,Brisbane,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1346,"21 Eaton Place, Sunnybank Hills, Brisbane, QLD, 4109, Australia",,,,
,,Summits Education and Migration,,,,,,Stanhope Gardens,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40727,"28 Mazari Grove, Stanhope Gardens, New South Wales, 2768, Australia",,,,
,,AA Education Network,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1362,"16 Seven Oaks St, Daisy Hill, Taringa, Brisbane, Queensland, 4068, Australia",,,,
,,Grace Education,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/193,"Level 1, 245 Adelaide St, Brisbane, Brisbane, Queensland, 4000, Australia",,,,
,,Weiv Consultants,,,,,,ELDORET,Rift Valley,Kenya,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39660,"MUYA HOUSE 2ND FLOOR, 3109, ELDORET, Rift Valley, 30100, Kenya",,,,
,,Gold-Australia Migration Consultants,,,,,,Ahmedabad,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35051,"308-309 Binali Complex, Opp Torrent Power Office, Naranpura, Naranpura, Ahmedabad, Gujarat, 380013, India",,,,
,,UBP Overseas,,,,,,Ahmedabad,Gujarat,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45373,"308-309 Binali Complex, Opp Torrent Power Office, Naranpura, Ahmedabad, Gujarat, 380013, India",,,,
,,Easy Study Net,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1374,"343 Little Collins Street, Melbourne, VIC, 3000, Australia",,,,
,,Australian College Information Centre (ACIC),,,,,,580 George Street,Sydney,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/12560,"HSBC Centre, Level 5, 580 George Street, Sydney, New South Wales, Australia",,,,
,,Transcend Training Solutions,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40777,"Suite 5, 1 Station Road, Auburn, Sydney, New South Wales, 2144, Australia",,,,
,,Grupo Viva & Aprenda Bogota,,,,,,Cr 14 No 94 44 Cra 14 94-44 of 203,Bogota,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1329,"Cr 14 No 94 44 Cra 14 94-44 of 203, Bogota, bogota dv, Colombia",,,,
,,The Institute of Universal Higher Studies,,,,,,Nugegoda,Colombo,Sri Lanka,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1301,"282/7 High Level Road, Nugegoda, Colombo, 10250, Sri Lanka",,,,
,,Inspire Education and Migration Services,,,,,,Sydney,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43388,"Suite 41A / Level 3, 650 George St, Suite 41A / Level 3 650 George St, Sydney, NSW, 2000, Australia",,,,
,,Oceania Advisory,,,,,,Hurstville,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40665,"190 1 Barratt Street, Kogarah, Hurstville, New South Wales, 2220, Australia",,,,
,,Sage Consultant And Biz Services,,,,,,Brisbane,QLD,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1306,"1 eagle, Brisbane, QLD, 4000, Australia",,,,
,,Shinyway International,,,,,,Hangzhou,Zhejiang,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/4198,"4F, Area A, Dragon Century Plaza, 1 Hangda Road, Hangzhou, Zhejiang, 310007, China",,,,
,,New World Study Abroad Consulting Company Limited,,,,,,District 1,Ho Chi Minh City,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39972,"Tuong Viet Building, 4th Floor, 95 Cach Mang Thang Tam Street Ben Thanh Ward, District 1, Ho Chi Minh City, 700000, Vietnam",,,,
,,CW INTERNATIONAL EDUCATION,,,,,,J.F.Segui 3967 Piso 6A Ciudad Autonoma,Buenos Aires,Argentina,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/1277,"J.F.Segui 3967 Piso 6A Ciudad Autonoma, Buenos Aires, 1425, Argentina",,,,
,,Centre Education Group,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/13574,"Shop 1, Fortune Land Centre, 8 Duncan street, Fortitude Valley, Brisbane, Queensland, 4006, Australia",,,,
,,360 Vision Australia,,,,,,Brisbane,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40928,"36 Water St, South Brisbane, 36 Water St South Brisbane, SOUTH BRISBANE, Brisbane, Queensland, 4101, Australia",,,,
