first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,fax,street_address,zip,services,languages
,,Legal Aid of the Bluegrass (Morehead Office),Immigration Legal Services,,(606) 784-8921,http://www.lablaw.org,lablaw.org,Morehead,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392916-Legal_Aid_of_the_Bluegrass_Morehead_Office,(606) 783-1342,"546 Main Street, Suite 1",40351,,
,,Maxwell Street Legal Clinic - Kentucky Equal Justice Center,Immigration Legal Services,,(859) 233-3840,https://www.kyequaljustice.org/maxlegalaid,kyequaljustice.org,Lexington,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392911-Maxwell_Street_Legal_Clinic_Kentucky_Equal_Justice_Center,(859) 554-0504,315 Lexington Ave,40508,,
,,Neighbors Immigration Clinic,Immigration Legal Services,,(859) 699-6948,http://kyneighborsclinic.org,kyneighborsclinic.org,Lexington,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.749639-Neighbors_Immigration_Clinic,,P.O. Box 1034,40588,,
,,"Union of Refugees and Immigrants for Development in America, Inc (URIDA)",Immigration Legal Services,,2707913334,http://www.uridabgky.com,uridabgky.com,Bowling Green,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.784092-Union_of_Refugees_and_Immigrants_for_Development_in_America_Inc_URIDA,,325 Emmett Ave,42101,,
,,W KY REFUGEE MUTUAL ASST SOCIETY,Immigration Legal Services,,270-781-8336,https://www.icofky.com/,icofky.com,BOWLING GREEN,KY,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.736135-W_KY_REFUGEE_MUTUAL_ASST_SOCIETY,270-781-8136,806 KENTON ST,42101,,
,,Catholic Charities Archdioces of New Orleans - Hispanic Apostolate Community Services,Immigration Legal Services,,(504) 310-6873,http://www.ccano.org/programs/hacs/,ccano.org,Metairie,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392919-Catholic_Charities_Archdioces_of_New_Orleans_Hispanic_Apostolate_Community,(504) 457-3467,2505 Maine Ave,70003,,
,,Catholic Charities Archdiocese of New Orleans - Immigration and Refugee Services,Immigration Legal Services,,(504) 310-6862,http://www.ccano.org,ccano.org,New Orleans,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392928-Catholic_Charities_Archdiocese_of_New_Orleans_Immigration_and_Refugee_Serv,(504) 592-4008,"1000 Howard Ave., Suite 200",70113,,
,,Catholic Charities of North Louisiana,Immigration Legal Services,,318-865-0200,https://www.ccnla.org,ccnla.org,Shreveport,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.763357-Catholic_Charities_of_North_Louisiana,318-865-0200,902 Olive Street,71104,,
,,Diocese of Lafayette - Migration and Refugee Services,Immigration Legal Services,,(337) 261-5535,http://www.diolaf.org,diolaf.org,Lafayette,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392921-Diocese_of_Lafayette_Migration_and_Refugee_Services,(337) 261-5539,1408 Carmel Drive,70501,,
,,Gulf Coast Center for Law & Policy,Immigration Legal Services,,(985) 643-6186,https://www.gcclp.org,gcclp.org,Slidell,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.477991-Gulf_Coast_Center_for_Law_Policy,(985) 643-6118,"620 Oak Harbor Blvd., Ste 203",70458,,
,,Hispanic Apostolate of the Catholic Diocese of Baton Rouge,Immigration Legal Services,,(225) 927-8700,http://www.apostoladohispano.org,apostoladohispano.org,Baton Rouge,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392922-Hispanic_Apostolate_of_the_Catholic_Diocese_of_Baton_Rouge,(504) 467-2552,6380 Hooper Rd,70811,,
,,Immigration Services and Legal Advocacy (ISLA),Immigration Legal Services,,504-265-0416,http://www.islaimmigration.org,islaimmigration.org,New Orleans,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.811023-Immigration_Services_and_Legal_Advocacy_ISLA,,"3801 Canal Street, Suite 210",70119,,
,,Louisiana Organization for Refugees and Immigrants (LORI),Immigration Legal Services,,225-239-7819,https://www.mylori.org,mylori.org,Baton Rouge,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.811280-Louisiana_Organization_for_Refugees_and_Immigrants_LORI,,1120 Government Street,70802,,
,,Loyola University College of Law - Stuart H. Smith Law Clinic and Center for Social Justice,Immigration Legal Services,,(504) 861-5595,http://www.loyno.edu/lawclinic,loyno.edu,New Orleans,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392932-Loyola_University_College_of_Law_Stuart_H_Smith_Law_Clinic_and_Center_for,(504) 861-5532,"7214 St. Charles Avenue, Box 902",70118,,
,,Project Ishmael,Immigration Legal Services,,(504) 233-3057,http://www.projectishmaelnola.org/,projectishmaelnola.org,New Orleans,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.623045-Project_Ishmael,(504) 515-0315,3401 Canal Street,70119,,
,,St. Frances Cabrini Immigration Law Center,Immigration Legal Services,,-,,,Lake Charles,LA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392927-St_Frances_Cabrini_Immigration_Law_Center,(337) 477-1863,3226 Lake St,70601,,
,,Catholic Social Services of Mobile - Refugee Resettlement Program (Mobile Office),Immigration Legal Services,,(251) 432-2727,https://catholicsocialservices.org/,catholicsocialservices.org,Mobile,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392535-Catholic_Social_Services_of_Mobile_Refugee_Resettlement_Program_Mobile_Off,(251) 432-2927,188 S. Florida Street,36606,,
,,Catholic Social Services of Montgomery - Immigrant Services,Immigration Legal Services,,(334) 288-8890  219,http://www.cssalabama.org,cssalabama.org,Montgomery,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392536-Catholic_Social_Services_of_Montgomery_Immigrant_Services,(334) 288-9322,4455 Narrow Lane Rd,36116,,
,,Gulf States Immigration Services,Immigration Legal Services,,(251) 391-6012,https://gulfstatesvisas.org,gulfstatesvisas.org,Mobile,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.661340-Gulf_States_Immigration_Services,,126 Mobile Street,36607,,
,,Hispanic and Immigrant Center of Alabama (¡HICA!),Immigration Legal Services,,205-942-5505,https://hicaalabama.org/en/home,hicaalabama.org,Birmingham,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.763258-Hispanic_and_Immigrant_Center_of_Alabama_HICA,205-942-5525,117 Southcrest Dr,35209,,
,,Hispanic Catholic Social Services -  La Casita,Immigration Legal Services,,(205) 876-8190,http://hcsslacasita.org/immigration/,hcsslacasita.org,Birmingham,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.443791-Hispanic_Catholic_Social_Services_La_Casita,,92 Oxmoor Rd.,35209,,
,,Nicaraguan American Human Rights Alliance,Immigration Legal Services,,,https://Http://www.nahraglobal.org,http,Washington DC,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.785173-Nicaraguan_American_Human_Rights_Alliance,,"1400 20th St, NW #G4",20036,,
,,Southern Center for Equity Advancement and Immigrant Refuge,Immigration Legal Services,,(205) 886-9988,https://www.sceair.org,sceair.org,Tuscalosoa,AL,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.819527-Southern_Center_for_Equity_Advancement_and_Immigrant_Refuge,,811 5th Ave,35401,,
,,American Dream Center,Immigration Legal Services,,(539) 202-7702,http://www.amdreamcenter.com,amdreamcenter.com,Tulsa,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.702282-American_Dream_Center,,"3140 S. Winston Ave., Suite 10",74135,,
,,Catholic Charities of Oklahoma City - Immigration Legal Services (Oklahoma City Office),Immigration Legal Services,,(405) 523-3001,http://www.catholiccharitiesok.org,catholiccharitiesok.org,Oklahoma City,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393253-Catholic_Charities_of_Oklahoma_City_Immigration_Legal_Services_Oklahoma_Ci,(405) 523-3028,1232 N Classen Blvd,73106,,
,,Catholic Charities of Tulsa,Immigration Legal Services,,(918) 949-4673,http://www.cctulsa.org,cctulsa.org,Tulsa,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393254-Catholic_Charities_of_Tulsa,(918) 582-0883,2450 N. Harvard Ave,74158,,
,,Hispanic American Mission,Immigration Legal Services,,(405) 272-0890,,,Oklahoma City,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393252-Hispanic_American_Mission,,1836 N.W. 3rd St,73106,,
,,"Hispanic Equal Legal Protection, Inc.",Immigration Legal Services,,(405) 708-9521,,,Oklahoma City,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.531177-Hispanic_Equal_Legal_Protection_Inc,,3725 NW 32nd St.,73112,,
,,Immigrant Connection at May Ave. Wesleyan Church,Immigration Legal Services,,405-684-3247,https://www.facebook.com/mawcimmigrant/,facebook.com,Oklahoma City,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.740255-Immigrant_Connection_at_May_Ave_Wesleyan_Church,,5201 S. May Ave.,73119,,
,,Immigration Center at Western Oaks,Immigration Legal Services,,(405) 506-0346,https://thefellowshipnaz.com/immigration,thefellowshipnaz.com,Oklahoma City,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.654188-Immigration_Center_at_Western_Oaks,,7901 NW 16th Street,73127,,
,,"Legal Aid Services of Oklahoma, Inc. (Ada Office)",Immigration Legal Services,,(580) 332-7141,http://www.legalaidok.org,legalaidok.org,Ada,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594857-Legal_Aid_Services_of_Oklahoma_Inc_Ada_Office,,410 South Mississippi Avenue,74820,,
,,"Legal Aid Services of Oklahoma, Inc. (Altus Office)",Immigration Legal Services,,(580) 482-7431,http://www.legalaidok.org,legalaidok.org,Altus,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594859-Legal_Aid_Services_of_Oklahoma_Inc_Altus_Office,,"3000 N. Main Street, Suite 500",73521,,
,,"Legal Aid Services of Oklahoma, Inc. (Ardmore Office)",Immigration Legal Services,,(580) 226-4863,http://www.legalaidok.org,legalaidok.org,Ardmore,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594860-Legal_Aid_Services_of_Oklahoma_Inc_Ardmore_Office,,14 E Street Southwest,73401,,
,,"Legal Aid Services of Oklahoma, Inc. (Bartlesville Office)",Immigration Legal Services,,(918) 336-5736,http://www.legalaidok.org,legalaidok.org,Bartlesville,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594865-Legal_Aid_Services_of_Oklahoma_Inc_Bartlesville_Office,,"3851 East Tuxedo, Suite E",74006,,
,,"Legal Aid Services of Oklahoma, Inc. (Guymon Office)",Immigration Legal Services,,(580) 338-3868,http://www.legalaidok.org,legalaidok.org,Guymon,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594871-Legal_Aid_Services_of_Oklahoma_Inc_Guymon_Office,,417 North Main Street,73942,,
,,"Legal Aid Services of Oklahoma, Inc. (Hugo Office)",Immigration Legal Services,,(580) 326-9655,http://www.legalaidok.org,legalaidok.org,Hugo,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594872-Legal_Aid_Services_of_Oklahoma_Inc_Hugo_Office,,402 East Duke Street,74743,,
,,"Legal Aid Services of Oklahoma, Inc. (Lawton Office)",Immigration Legal Services,,(580) 248-4675,http://www.legalaidok.org,legalaidok.org,Lawton,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594873-Legal_Aid_Services_of_Oklahoma_Inc_Lawton_Office,,323 SW C Avenue,73501,,
,,"Legal Aid Services of Oklahoma, Inc. (McAlester Office)",Immigration Legal Services,,(918) 423-2030,http://www.legalaidok.org,legalaidok.org,McAlester,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594874-Legal_Aid_Services_of_Oklahoma_Inc_McAlester_Office,,"321 S. 3rd Street, Suite 6",74501,,
,,"Legal Aid Services of Oklahoma, Inc. (Muskogee Office)",Immigration Legal Services,,(918) 683-5681,http://www.legalaidok.org,legalaidok.org,Muskogee,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594877-Legal_Aid_Services_of_Oklahoma_Inc_Muskogee_Office,,624 West Broadway,74401,,
,,"Legal Aid Services of Oklahoma, Inc. (Norman Office)",Immigration Legal Services,,(405) 360-6631,http://www.legalaidok.org,legalaidok.org,Norman,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594878-Legal_Aid_Services_of_Oklahoma_Inc_Norman_Office,,"2600 Van Buren Street, Suite 2606",73072,,
,,"Legal Aid Services of Oklahoma, Inc. (Poteau Office)",Immigration Legal Services,,(918) 647-8136,http://www.legalaidok.org,legalaidok.org,Poteau,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594884-Legal_Aid_Services_of_Oklahoma_Inc_Poteau_Office,,224 Dewey Avenue,74953,,
,,"Legal Aid Services of Oklahoma, Inc. (Shawnee Office)",Immigration Legal Services,,(405) 275-6870,http://www.legalaidok.org,legalaidok.org,Shawnee,OK,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.594885-Legal_Aid_Services_of_Oklahoma_Inc_Shawnee_Office,,"316 N. Broadway, Suite C",74801,,
